,"AD",,".ANDORRA",,,,,,,,
,"AD","ALV","Andorra la Vella","Andorra la Vella",,"--34-6--","AI","0601",,"4230N 00131E",""
,"AD","CAN","Canillo","Canillo",,"--3-----","RL","0307",,"4234N 00135E",
,"AD","ENC","Encamp","Encamp",,"--3-----","RL","0307",,"4232N 00134E",
,"AD","ESC","Escaldes-Engordany","Escaldes-Engordany",,"--3-----","RL","0307",,"4231N 00133E",
,"AD","EAC","Esc�s","Escas","04","--3-----","RL","1407",,"4233N 00131E",
,"AD","FMO","La Farga de Moles","La Farga de Moles",,"--3----B","RQ","0307",,,
,"AD","LMA","La Massana","La Massana",,"--3-----","RL","0307",,"4234N 00129E",
,"AD","ORD","Ordino","Ordino",,"--3-----","RL","0307",,"4233N 00131E",
,"AD","PAS","Pas de la Casa","Pas de la Casa",,"--3----B","RL","0307",,"4233N 00144E",
,"AD","SJL","Sant Juli� de L�ria","Sant Julia de Loria",,"--3-----","RL","1101",,"4228N 00130E",""
,"AD","SCO","Santa Coloma","Santa Coloma",,"--3-----","RL","0307",,"4230N 00130E",
,"AE",,".UNITED ARAB EMIRATES",,,,,,,,
,"AE","ABU","Abu al Bukhoosh","Abu al Bukhoosh",,"1-------","RL","0307",,"2529N 05308E",
,"AE","AUH","Abu Dhabi","Abu Dhabi","AZ","1-345---","AI","1101",,"2428N 05422E",""
,"AE","AMU","Abu Musa","Abu Musa",,"1-------","RL","0201",,"2552N 05501E",
,"AE","ARP","Ahmed Bin Rashid Port","Ahmed Bin Rashid Port","AZ","1-------","RL","1407",,"2532N 05533E",
,"AE","AJM","Ajman","Ajman",,"1-3-----","RL","0103","QAJ",,
,"AE","AAN","Al Ain","Al Ain",,"---4----","AI","9601",,,
,"AE","ALB","Al Barsha","Al Barsha","DU","--3-----","RL","1701",,"2506N 05511E",
,"AE","DHF","Al Dhafra","Al Dhafra",,"--34----","AI","0507","","2414N 05432E",""
,"AE","FJR","Al Fujayrah","Al Fujayrah","FU","1--4----","AI","0212",,"2507N 05620E",
,"AE","HAM","Al Hamriyah","Al Hamriyah",,"--3-----","RL","0212",,"2529N 05530E",
,"AE","JAZ","Al Jazeera Port","Al Jazeera Port","RK","1-------","RL","1307",,"2543N 05548E",
,"AE","AJP","Al Jeer Port","Al Jeer Port","RK","1-3-----","RL","1307",,"2602N 05603E",
,"AE","DBI","Al Mafraq","Al Mafraq","AZ","--3-----","RL","1601",,"2418N 05436E",
,"AE","ALQ","Al Quoz","Al Quoz","DU","--3-----","RL","1701",,"2507N 05513E",
,"AE","ALS","Al Sufouh","Al Sufouh","DU","--3-----","RL","1701",,"2507N 05511E",
,"AE","RUW","Ar Ruways","Ar Ruways",,"1-------","RL","0212",,"2407N 05244E",
,"AE","ARZ","Arzanah Island","Arzanah Island",,"0-------","RQ","9506",,,
,"AE","DAS","Das Island","Das Island",,"1-------","RL","0003",,,
,"AE","DER","Deira","Deira","DU","--3-----","RL","1401",,"2516N 05519E",
,"AE","DBP","Dibba","Dibba","SH","1-3-----","RL","0401",,"2537N 05616E",
,"AE","DXB","Dubai","Dubai","DU","1-345---","AI","0407",,"2515N 05516E",""
,"AE","DWC","Dubai World Central Apt","Dubai World Central Apt",,"--34----","AI","1007",,"2453N 05510E",
,"AE","END","Esnnad","Esnnad","AZ","1-------","RQ","0901",,"2419N 05427E",
,"AE","FAT","Fateh Terminal","Fateh Terminal",,"1-------","QQ","8103",,,
,"AE","FRP","Free Port","Free Port","DU","1-------","RL","1407",,"2515N 05515E",
,"AE","HAB","Habshan","Habshan","AZ","--3-----","RL","1207",,"2356N 05338E",
,"AE","HIL","Hail","Hail","AZ","------7-","RL","1801",,"3500N 03330E",
,"AE","HZP","Hamriya Free Zone Port","Hamriya Free Zone Port","DU","1-------","RL","1407",,"2518N 05519E",
,"AE","HAT","Hatta","Hatta","DU","--3-----","RL","1707",,"2447N 05607E",
,"AE","HTL","Hulaylah Terminal","Hulaylah Terminal",,"1-------","RQ","0901",,"2559N 05556E",
,"AE","IND","Indooroodilly","Indooroodilly",,"--3-----","RQ","0201",,,
,"AE","JEA","Jebel Ali","Jebel Ali",,"1-------","QQ","8103",,,
,"AE","QWE","Jebel Ali Free Zone","Jebel Ali Free Zone","DU","1-3-----","RL","1401",,"2500N 05503E",
,"AE","JED","Jebel Dhanna","Jebel Dhanna",,"1-------","QQ","8103",,,
,"AE","JYH","Jumayrah","Jumayrah",,"--3-----","RL","0201",,"2510N 05513E",
,"AE","KLB","Kalba","Kalba",,"1-3-----","RL","0601",,"2504N 05621E",
,"AE","KHA","Khalidia","Khalidia",,"--3-----","RQ","0201",,,
,"AE","KLF","Khor al Fakkan","Khor al Fakkan",,"1-------","RL","0212",,"2520N 05621E",
,"AE","MAS","Masfut","Masfut",,"0-------","RQ","9307",,,
,"AE","MKH","Mina Khalid","Mina Khalid","SH","1-3-----","RL","0401",,"2521N 05522E",
,"AE","KHL","Mina Khalifa/Abu Dhabi","Mina Khalifa/Abu Dhabi",,"1-------","RL","1207",,"2450N 05440E",""
,"AE","MRP","Mina Rashid Port","Mina Rashid Port","AZ","1-------","RL","1407",,"2516N 05517E",
,"AE","MSA","Mina Saqr","Mina Saqr","RK","1-------","RQ","1307",,,""
,"AE","MZD","Mina Zayed/Abu Dhabi","Mina Zayed/Abu Dhabi","AZ","1-------","RL","0401",,"2431N 05422E",
,"AE","NHD","Minhad","Minhad",,"---4----","AI","9506",,,
